"V7","V8","V9","V10","MID","Q1.1","Q1.2_1_TEXT","Q1.2_2_TEXT","Q2.1","Q2.2.1_1","Q2.2.1_2","Q2.2.1_3","Q2.2.1_4","Q2.2.1_5","Q2.2.1_6","Q2.2.1_7","Q2.2.1_8","Q2.2.1_9","Q2.2.1_10","Q2.2.1_11","Q2.2.1_12","Q2.2.1_13","Q2.2.1_14","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.4","Q2.5","Q2.6_1_TEXT","Q2.6_2_TEXT","Q2.7_1","Q2.7_2","Q2.7_3","Q2.7_4","Q3.1","Q3.2","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q4.1","Q4.2_1","Q4.2_2","Q4.2_4","Q4.2_6","Q4.2_7","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_7","Q4.3_11","Q4.3_12","Q4.3_13","Q4.3_13_TEXT","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q5.1_1","Q5.1_5","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q6.1","Q6.2_1","Q6.2_2","Q6.2_3","Q6.2_4","Q7.1_2","Q7.1_3","Q7.2_1","Q7.2_2","Q7.2_3","Q7.2_4","Q8.1","Q8.2","Q8.3","Q8.4","Q8.4_TEXT","Q8.5","Q8.6","Q8.7_1","Q8.7_2","Q8.7_3","Q8.7_4","Q9.1","Q9.2_1","Q9.2_2","Q9.2_3","Q9.2_4","Q9.3","Q9.4_1","Q9.4_2","Q9.4_3","Q9.4_4","DO.Q.Q5.1","DO.Q.Q4.2","DO.Q.Q7.1","DO.Q.Q2.2","DO.Q.Q4.3","X"
0,"2016-06-24 18:50:28","2016-06-24 18:59:17",1,"720481e4c87ac4a5e05d591dbdc7b269","Yes, I agree to participate in this study.","720481e4c87ac4a5e05d591dbdc7b269","720481e4c87ac4a5e05d591dbdc7b269",1,"less than 1 time per week","1-3 times per day","1-3 times per day","1-6 times per week","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day","1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","1-3 times per day",1,2,3,4,"Every other day","Yes","09/2015","10/2015",1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Definitely not",1,2,3,4,8,1,2,3,4,"Difficult","Neutral",1,2,3,4,1,"Washington","Male","Higher degree (e.g. MSc, PhD)",NA,1981,"$70,001 - $80,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|4|7|6|2","2|3","1|12|8|10|4|7|6|9|14|13|2|3|5|11","2|12|11|4|7|3|13",NA
0,"2016-06-24 18:56:45","2016-06-24 19:00:12",1,"3647783e9bf9728ead325ae44e59d138","Yes, I agree to participate in this study.","3647783e9bf9728ead325ae44e59d138","3647783e9bf9728ead325ae44e59d138",1,"1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","less than 1 time per week","never","1-6 times per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Maybe","Probably yes",1,2,3,4,5,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"North Carolina","female","Some university-level education, without degree",NA,1989,"$0 - $10,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","6|4|7|2|1","3|2","11|13|8|9|5|1|14|2|4|6|10|3|7|12","3|2|12|11|4|7|13",NA
0,"2016-06-24 18:56:03","2016-06-24 19:00:17",1,"e8b0bed018e24ef3583d4da7bc430535","Yes, I agree to participate in this study.","e8b0bed018e24ef3583d4da7bc430535","e8b0bed018e24ef3583d4da7bc430535",1,"1-3 times per day","less than 1 time per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","never","1-6 times per week",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Disagree","Strongly disagree","Disagree","Somewhat agree","Neither agree nor disagree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,6,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Texas","Male","Secondary/high school",NA,1982,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","4|6|2|7|1","3|2","10|7|12|4|9|8|13|2|11|14|3|5|6|1","7|2|11|3|12|4|13",NA
0,"2016-06-24 18:59:09","2016-06-24 19:02:08",1,"008b43918a4bd03ab682844709e542c9","Yes, I agree to participate in this study.","008b43918a4bd03ab682844709e542c9","008b43918a4bd03ab682844709e542c9",1,"less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","less than 1 time per week","1-3 times per day","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-3 times per day","less than 1 time per week","1-6 times per week","less than 1 time per week","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Disagree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,7,1,2,3,4,"Difficult","Somewhat Difficult",1,2,3,4,1,"Louisiana","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1987,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","6|7|2|4|1","3|2","2|1|5|11|7|14|4|6|9|8|12|10|13|3","12|4|11|7|3|2|13",NA
0,"2016-06-24 18:54:41","2016-06-24 19:04:01",1,"4c7df07833e5c6e1fed633e18252b216","Yes, I agree to participate in this study.","4c7df07833e5c6e1fed633e18252b216","4c7df07833e5c6e1fed633e18252b216",1,"4 or more times per day","less than 1 time per week","never","never","never","1-6 times per week","1-6 times per week","1-3 times per day","never","1-6 times per week","never","never","never","never",1,2,3,4,"2-3 Times a Week","Yes","01/1999","01/2001",1,2,3,4,"Decrease","Somewhat increase",1,2,3,4,1,"Strongly disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly disagree","Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Maybe",1,2,3,4,2,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Michigan","male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1976,"$10,001 - $20,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","1|6|2|7|4","3|2","1|2|10|12|3|13|9|14|5|7|6|8|4|11","3|7|11|12|2|4|13",NA
0,"2016-06-24 18:54:15","2016-06-24 19:04:05",1,"c346974056b56f63283b7eb595b6a4d9","Yes, I agree to participate in this study.","c346974056b56f63283b7eb595b6a4d9","c346974056b56f63283b7eb595b6a4d9",1,"1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","never","1-6 times per week","never","less than 1 time per week","1-6 times per week","1-3 times per day","less than 1 time per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Somewhat Decrease",1,2,3,4,1,"Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree",NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Probably not","Definitely yes",1,2,3,4,7,1,2,3,4,"Neutral","Very Easy",1,2,3,4,1,"Florida","male","Secondary/high school",NA,1990,"$10,001 - $20,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","7|4|2|1|6","3|2","1|2|13|14|4|3|11|5|8|6|9|7|12|10","12|11|2|4|7|3|13",NA
0,"2016-06-24 18:57:55","2016-06-24 19:04:12",1,"7e2e5be2db6aef00cf5c2dbd9db890be","Yes, I agree to participate in this study.","7e2e5be2db6aef00cf5c2dbd9db890be","7e2e5be2db6aef00cf5c2dbd9db890be",1,"1-6 times per week","never","never","1-6 times per week","never","never","never","1-6 times per week","4 or more times per day","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","4 or more times per day",1,2,3,4,"Less than once a week","Yes","10/2015","06/2016",1,2,3,4,"Increase","Greatly decrease",1,2,3,4,1,"Strongly agree","Disagree","Strongly agree","Neither agree nor disagree","Agree",NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,1,2,3,4,"Probably yes","Probably yes",1,2,3,4,7,1,2,3,4,"Very Easy","Very Easy",1,2,3,4,1,"Virginia","female","Some university-level education, without degree",NA,1997,"$0 - $10,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","6|7|2|4|1","3|2","14|9|1|11|7|5|2|12|8|13|10|4|3|6","11|3|4|2|7|12|13",NA
0,"2016-06-24 19:02:05","2016-06-24 19:08:25",1,"00e7a10fb54fb9c8b999fa7ce335b765","Yes, I agree to participate in this study.","00e7a10fb54fb9c8b999fa7ce335b765","00e7a10fb54fb9c8b999fa7ce335b765",1,"1-3 times per day","1-3 times per day","1-6 times per week","never","1-3 times per day","1-6 times per week","never","1-6 times per week","1-3 times per day","4 or more times per day","1-6 times per week","1-6 times per week","never","4 or more times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Somewhat Decrease",1,2,3,4,1,"Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,7,1,2,3,4,"Very Difficult","Easy",1,2,3,4,1,"Arizona","Female","Some university-level education, without degree",NA,1971,"$40,001 - $50,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|6|4|7|2","3|2","7|3|2|9|1|5|11|8|13|4|14|10|12|6","4|3|7|11|2|12|13",NA
0,"2016-06-24 18:57:22","2016-06-24 19:11:40",1,"1771c1b86242fcb35e22f9a48a47d274","Yes, I agree to participate in this study.","1771c1b86242fcb35e22f9a48a47d274","1771c1b86242fcb35e22f9a48a47d274",1,"1-3 times per day","1-6 times per week","less than 1 time per week","1-6 times per week","less than 1 time per week","less than 1 time per week","never","1-6 times per week","1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Agree","Disagree","Agree","Somewhat agree","Somewhat agree","Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Texas","Female","Some university-level education, without degree",NA,1966,"$10,001 - $20,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","6|7|4|2|1","3|2","14|9|3|2|4|1|8|13|6|5|10|11|7|12","7|12|3|11|4|2|13",NA
0,"2016-06-24 19:08:32","2016-06-24 19:13:31",1,"871ad5a90afe49aa529b3060f51ea841","Yes, I agree to participate in this study.","871ad5a90afe49aa529b3060f51ea841","871ad5a90afe49aa529b3060f51ea841",1,"1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,7,1,2,3,4,"Somewhat Difficult","Somewhat Easy",1,2,3,4,1,"Texas","male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1978,"$60,001 - $70,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","1|6|4|7|2","3|2","4|5|13|14|6|12|9|10|2|3|8|7|11|1","11|12|7|3|2|4|13",NA
0,"2016-06-24 19:11:13","2016-06-24 19:14:55",1,"2368628db7a22b2aedfd2ef31d9fd6e9","Yes, I agree to participate in this study.","2368628db7a22b2aedfd2ef31d9fd6e9","2368628db7a22b2aedfd2ef31d9fd6e9",1,"1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","never","less than 1 time per week",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Increase","Maintain current levels",1,2,3,4,1,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Probably not","Probably yes",1,2,3,4,NA,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Pennsylvania","Female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1989,"$40,001 - $50,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","4|1|6|2|7","3|2","8|4|6|9|11|2|13|5|1|12|7|3|10|14","2|3|12|7|4|11|13",NA
0,"2016-06-24 19:06:54","2016-06-24 19:15:15",1,"38e8302059319d35bee5e58069b05b64","Yes, I agree to participate in this study.","38e8302059319d35bee5e58069b05b64","38e8302059319d35bee5e58069b05b64",1,"1-3 times per day","1-6 times per week","never","less than 1 time per week","less than 1 time per week","less than 1 time per week","never","1-3 times per day","4 or more times per day","4 or more times per day","1-3 times per day","1-3 times per day","1-6 times per week","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Increase","Decrease",1,2,3,4,1,"Somewhat agree","Disagree","Strongly agree","Agree","Agree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,10,1,2,3,4,"Difficult","Somewhat Difficult",1,2,3,4,1,"Massachusetts","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1989,"$70,001 - $80,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","6|7|2|4|1","3|2","6|2|11|12|9|10|4|7|1|8|5|13|14|3","11|2|3|12|4|7|13",NA
0,"2016-06-24 19:15:08","2016-06-24 19:17:56",1,"5143fe65c3986224aa7cfe957eae6437","Yes, I agree to participate in this study.","5143fe65c3986224aa7cfe957eae6437","5143fe65c3986224aa7cfe957eae6437",1,"1-3 times per day","1-3 times per day","1-6 times per week","never","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-3 times per day","1-3 times per day","1-6 times per week","less than 1 time per week","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Increase","Increase",1,2,3,4,1,"Agree","Strongly disagree","Agree","Agree","Somewhat agree",NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Somewhat Easy","Easy",1,2,3,4,1,"Florida","male","Some university-level education, without degree",NA,1994,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","1|6|4|7|2","3|2","2|9|10|6|13|3|8|12|4|1|14|11|5|7","2|12|11|4|3|7|13",NA
0,"2016-06-24 19:03:58","2016-06-24 19:18:02",1,"bde8a7c39f803cde44d59a1cf9c94e1d","Yes, I agree to participate in this study.","bde8a7c39f803cde44d59a1cf9c94e1d","bde8a7c39f803cde44d59a1cf9c94e1d",1,"1-3 times per day","1-6 times per week","1-6 times per week","never","1-6 times per week","1-3 times per day","never","1-6 times per week","less than 1 time per week","less than 1 time per week","never","1-6 times per week","less than 1 time per week","1-6 times per week",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Maintain current levels","Somewhat increase",1,2,3,4,1,"Somewhat agree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Probably not",1,2,3,4,5,1,2,3,4,"Difficult","Somewhat Difficult",1,2,3,4,1,"South Carolina","male","Some university-level education, without degree",NA,1992,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","2|6|7|1|4","2|3","10|1|13|2|9|6|12|14|3|4|5|7|11|8","4|2|3|12|7|11|13",NA
0,"2016-06-24 19:13:08","2016-06-24 19:20:49",1,"e36441966c2f679e3573025462c390b1","Yes, I agree to participate in this study.","e36441966c2f679e3573025462c390b1","e36441966c2f679e3573025462c390b1",1,"1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week","1-6 times per week","never","1-6 times per week","1-3 times per day","1-6 times per week","less than 1 time per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Somewhat disagree","Disagree","Somewhat disagree","Disagree",NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Probably yes","Definitely not",1,2,3,4,9,1,2,3,4,"Very Difficult","Very Difficult",1,2,3,4,1,"Texas","Female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1962,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","2|1|6|4|7","3|2","1|5|14|12|6|8|9|10|2|13|4|3|11|7","3|12|2|11|7|4|13",NA
0,"2016-06-24 19:20:12","2016-06-24 19:23:56",1,"e23078083a6af46ef727d96ce4b4df1b","Yes, I agree to participate in this study.","e23078083a6af46ef727d96ce4b4df1b","e23078083a6af46ef727d96ce4b4df1b",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","never","less than 1 time per week","1-3 times per day","1-3 times per day","1-3 times per day","never","1-3 times per day","1-3 times per day",1,2,3,4,"2-3 Times a Week","No",NA,NA,1,2,3,4,"Greatly increase","Maintain current levels",1,2,3,4,1,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Maybe","Definitely not",1,2,3,4,10,1,2,3,4,"Somewhat Difficult","Somewhat Easy",1,2,3,4,1,"Florida","male","University-level education, with degree (e.g. BA, BSc, ...)",NA,1977,"$50,001 - $60,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","6|1|4|2|7","2|3","4|5|14|2|13|7|6|8|12|10|11|3|1|9","11|2|12|7|4|3|13",NA
0,"2016-06-24 19:27:17","2016-06-24 19:32:18",1,"5e82a1d57cd85dac09549322f9334d59","Yes, I agree to participate in this study.","5e82a1d57cd85dac09549322f9334d59","5e82a1d57cd85dac09549322f9334d59",1,"1-6 times per week","less than 1 time per week","never","1-6 times per week","less than 1 time per week","less than 1 time per week","never","less than 1 time per week","1-6 times per week","1-3 times per day","less than 1 time per week","1-6 times per week","less than 1 time per week","1-6 times per week",1,2,3,4,"Less than once a week","Yes","08/2012","04/2013",1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Somewhat agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Maybe",1,2,3,4,NA,1,2,3,4,"Somewhat Difficult","Very Easy",1,2,3,4,1,"California","female","University-level education, with professional degree (e.g. Law, Medicine, ...)",NA,1989,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","4|1|7|2|6","2|3","4|11|8|2|5|9|1|3|14|13|10|7|6|12","4|2|11|7|3|12|13",NA
0,"2016-06-24 19:26:45","2016-06-24 19:35:00",1,"0bdd93b7481f5d51c45b4f85052d73d6","Yes, I agree to participate in this study.","0bdd93b7481f5d51c45b4f85052d73d6","0bdd93b7481f5d51c45b4f85052d73d6",1,"1-3 times per day","1-6 times per week","1-6 times per week","never","1-6 times per week","1-6 times per week","less than 1 time per week","1-3 times per day","1-6 times per week","1-3 times per day","1-3 times per day","less than 1 time per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Disagree","Neither agree nor disagree","Disagree","Somewhat agree","Somewhat disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Maybe",1,2,3,4,3,1,2,3,4,"Very Difficult","Somewhat Difficult",1,2,3,4,1,"Minnesota","Female","Some university-level education, without degree",NA,1972,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|2|7|4|6","3|2","9|3|6|5|11|14|7|12|2|10|4|8|1|13","2|3|12|11|7|4|13",NA
0,"2016-06-24 19:32:23","2016-06-24 19:36:24",1,"036ea9e86baf530e56e5a68dcb4b761f","Yes, I agree to participate in this study.","036ea9e86baf530e56e5a68dcb4b761f","036ea9e86baf530e56e5a68dcb4b761f",1,"4 or more times per day","1-6 times per week","less than 1 time per week","never","1-6 times per week","1-6 times per week","never","1-6 times per week","less than 1 time per week","less than 1 time per week","never","never","never","1-3 times per day",1,2,3,4,"Every other day","No",NA,NA,1,2,3,4,"Increase","Somewhat Decrease",1,2,3,4,1,"Neither agree nor disagree","Disagree","Somewhat agree","Agree","Neither agree nor disagree","Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,NA,1,2,3,4,"Very Difficult","Neutral",1,2,3,4,1,"Ohio","Female","Some university-level education, without degree",NA,1993,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|4|6|2|7","2|3","14|4|9|7|3|5|11|8|6|2|10|12|1|13","4|7|2|12|3|11|13",NA
0,"2016-06-24 19:30:45","2016-06-24 19:36:32",1,"8ea804d8b146ee48876e7e6a5da24954","Yes, I agree to participate in this study.","8ea804d8b146ee48876e7e6a5da24954","8ea804d8b146ee48876e7e6a5da24954",1,"1-3 times per day","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-3 times per day","less than 1 time per week","1-6 times per week","1-6 times per week","1-3 times per day","1-6 times per week","1-6 times per week","never","1-3 times per day",1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,5,1,2,3,4,"Very Difficult","Difficult",1,2,3,4,1,"Indiana","Male","Some university-level education, without degree",NA,1976,"$30,001 - $40,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|2|4|7|6","3|2","14|4|6|7|1|13|10|3|11|5|8|9|2|12","3|11|4|12|2|7|13",NA
0,"2016-06-24 19:32:05","2016-06-24 19:37:39",1,"1d8c70d0306cbcb34ac8596f3d1e3fe1","Yes, I agree to participate in this study.","1d8c70d0306cbcb34ac8596f3d1e3fe1","1d8c70d0306cbcb34ac8596f3d1e3fe1",1,"never","less than 1 time per week","never","never","never","never","never","never","1-3 times per day","1-3 times per day","1-6 times per week","1-3 times per day","1-3 times per day","1-3 times per day",1,2,3,4,"Never","Yes","11/2007","still vegan",1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The environmental impacts of the product","Other (please specify):","N/A, I never buy meat, eggs, or dairy ",1,2,3,4,"Definitely yes","Definitely not",1,2,3,4,10,1,2,3,4,"Very Easy","Very Easy",1,2,3,4,1,"Colorado","Cis Male","Some university-level education, without degree",NA,1993,"$20,001 - $30,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"1|5","1|7|2|6|4","2|3","7|10|6|14|9|8|1|13|5|12|2|11|3|4","3|11|4|2|7|12|13",NA
0,"2016-06-24 19:36:20","2016-06-24 19:39:29",1,"3ec0ab19b488827273b60486272404bb","Yes, I agree to participate in this study.","3ec0ab19b488827273b60486272404bb","3ec0ab19b488827273b60486272404bb",1,"1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","1-6 times per week","less than 1 time per week","1-6 times per week",NA,1,2,3,4,"Every day","No",NA,NA,1,2,3,4,"Somewhat increase","Maintain current levels",1,2,3,4,1,"Disagree","Agree","Disagree","Neither agree nor disagree","Disagree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,5,1,2,3,4,"Difficult","Difficult",1,2,3,4,1,"California","female","University-level education, with degree (e.g. BA, BSc, ...)",NA,1991,"$60,001 - $70,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","1|2|7|6|4","2|3","8|5|9|3|11|2|6|10|14|13|12|7|4|1","12|4|7|11|3|2|13",NA
0,"2016-06-24 19:36:07","2016-06-24 19:39:32",1,"612cdd8f86147774a5ea9219b6224a4b","Yes, I agree to participate in this study.","612cdd8f86147774a5ea9219b6224a4b","612cdd8f86147774a5ea9219b6224a4b",1,"1-3 times per day","less than 1 time per week","never","never","less than 1 time per week","less than 1 time per week","less than 1 time per week","less than 1 time per week","1-6 times per week","1-3 times per day","1-6 times per week","1-3 times per day","never","4 or more times per day",1,2,3,4,"Less than once a week","Yes","03/2016",NA,1,2,3,4,"Maintain current levels","Maintain current levels",1,2,3,4,1,"Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,1,2,3,4,"Maybe","Probably not",1,2,3,4,3,1,2,3,4,"Somewhat Difficult","Difficult",1,2,3,4,1,"New York","MAle","Higher degree (e.g. MSc, PhD)",NA,1983,"$0 - $10,000",1,2,3,4,1,1,2,3,4,1,1,2,3,4,"5|1","7|2|1|4|6","2|3","14|7|6|4|12|2|9|11|5|8|1|3|13|10","12|11|4|7|3|2|13",NA
